carat,cut,color,depth,table,price,x,y,z
0.21,Premium,E,59.8,61,326,3.89,3.84,2.31
0.26,Very Good,H,61.9,55,337,4.07,4.11,2.53
0.3,Good,J,64,55,339,4.25,4.28,2.73
0.22,Premium,F,60.4,61,342,3.88,3.84,2.33
0.3,Good,J,63.4,54,351,4.23,4.29,2.7
0.3,Good,J,63.8,56,351,4.23,4.26,2.71
0.3,Very Good,J,62.7,59,351,4.21,4.27,2.66
0.31,Very Good,J,59.4,62,353,4.39,4.43,2.62
0.31,Very Good,J,58.1,62,353,4.44,4.47,2.59
0.31,Good,H,64,54,402,4.29,4.31,2.75
0.33,Ideal,J,61.1,56,403,4.49,4.55,2.76
0.29,Premium,F,62.4,58,403,4.24,4.26,2.65
0.24,Very Good,F,60.9,61,404,4.02,4.03,2.45
0.32,Ideal,I,60.9,55,404,4.45,4.48,2.72
0.3,Very Good,I,62.6,57,405,4.25,4.28,2.67
0.3,Very Good,I,63,57,405,4.28,4.32,2.71
0.3,Good,I,63.2,55,405,4.25,4.29,2.7
0.3,Premium,D,62.6,59,552,4.23,4.27,2.66
0.3,Ideal,D,62.5,57,552,4.29,4.32,2.69
0.3,Ideal,D,62.1,56,552,4.3,4.33,2.68
0.31,Very Good,G,63.3,57,553,4.33,4.3,2.73
0.31,Premium,G,61.8,58,553,4.35,4.32,2.68
0.3,Very Good,H,63.1,56,554,4.29,4.27,2.7
0.3,Premium,H,62.9,59,554,4.28,4.24,2.68
0.3,Premium,H,62.5,57,554,4.29,4.25,2.67
0.3,Good,H,63.7,57,554,4.28,4.26,2.72
0.32,Premium,I,62.9,58,554,4.35,4.33,2.73
0.7,Ideal,E,62.5,57,2757,5.7,5.72,3.57
0.73,Very Good,E,61.6,59,2760,5.77,5.78,3.56
0.8,Premium,H,61.5,58,2760,5.97,5.93,3.66
0.75,Very Good,D,63.2,56,2760,5.8,5.75,3.65
0.75,Premium,E,59.9,54,2760,6,5.96,3.58
0.74,Ideal,G,61.6,55,2760,5.8,5.85,3.59
0.75,Ideal,G,62.2,55,2760,5.87,5.8,3.63
0.8,Premium,G,63,59,2760,5.9,5.81,3.69
0.74,Very Good,G,62.2,59,2762,5.73,5.82,3.59
0.74,Ideal,E,62.3,54,2762,5.8,5.83,3.62
0.91,Premium,H,61.4,56,2763,6.09,5.97,3.7
0.71,Very Good,D,63.6,58,2764,5.64,5.68,3.6
0.71,Ideal,D,61.9,59,2764,5.69,5.72,3.53
0.76,Ideal,H,61.2,57,2765,5.88,5.91,3.61
0.73,Very Good,D,60.2,56,2768,5.83,5.87,3.52
0.7,Very Good,D,61.1,58,2768,5.66,5.73,3.48
0.7,Ideal,E,60.9,57,2768,5.73,5.76,3.5
0.74,Ideal,I,61.3,56,2769,5.82,5.86,3.57
0.76,Very Good,F,62.9,57,2770,5.79,5.81,3.65
0.71,Ideal,F,60.7,56,2770,5.77,5.8,3.51
0.73,Very Good,F,61.7,60,2771,5.79,5.82,3.58
0.7,Ideal,E,62.7,55,2774,5.68,5.74,3.58
0.72,Ideal,G,61.8,56,2776,5.72,5.75,3.55
0.72,Ideal,G,60.7,56,2776,5.79,5.82,3.53
0.71,Ideal,G,60.5,56,2776,5.8,5.76,3.5
0.7,Premium,E,60,59,2777,5.79,5.75,3.46
0.7,Premium,E,61.2,57,2777,5.73,5.68,3.49
0.7,Premium,E,62.7,59,2777,5.67,5.63,3.54
0.7,Premium,E,61,57,2777,5.73,5.68,3.48
0.7,Premium,E,61,58,2777,5.78,5.72,3.51
0.7,Ideal,E,61.4,57,2777,5.76,5.7,3.52
0.72,Premium,F,61.8,61,2777,5.82,5.71,3.56
0.7,Very Good,E,59.9,63,2777,5.76,5.7,3.43
0.7,Premium,E,61.3,58,2777,5.71,5.68,3.49
0.7,Premium,E,60.5,58,2777,5.77,5.74,3.48
0.78,Premium,F,62.4,58,2777,5.83,5.8,3.63
0.7,Very Good,E,63.2,60,2777,5.6,5.51,3.51
0.74,Ideal,E,61.7,56,2779,5.84,5.8,3.59
0.77,Ideal,H,62.2,56,2781,5.83,5.88,3.64
0.78,Ideal,H,61.2,56,2781,5.92,5.99,3.64
0.72,Ideal,D,60.8,57,2782,5.76,5.75,3.5
0.72,Premium,D,62.7,59,2782,5.73,5.69,3.58
0.7,Premium,D,62.8,60,2782,5.68,5.66,3.56
0.84,Fair,G,55.1,67,2782,6.39,6.2,3.47
0.75,Premium,F,61.4,59,2782,5.88,5.85,3.6
0.71,Ideal,F,62.5,55,2788,5.71,5.65,3.55
0.77,Good,F,64.2,52,2789,5.81,5.77,3.72
0.76,Good,E,63.7,54,2789,5.76,5.85,3.7
0.76,Premium,E,60.4,58,2789,5.92,5.94,3.58
0.76,Premium,E,61.8,58,2789,5.82,5.86,3.61
0.7,Ideal,E,61.6,56,2789,5.72,5.75,3.53
0.87,Very Good,I,63.6,55.8,2791,6.07,6.1,3.87
0.73,Ideal,E,62.2,56,2791,5.74,5.78,3.58
0.71,Premium,E,59.2,59,2792,5.83,5.86,3.46
0.71,Premium,E,61.8,59,2792,5.7,5.75,3.54
0.71,Ideal,E,61.3,55,2792,5.72,5.77,3.52
0.79,Very Good,G,60.6,57,2793,5.98,6.06,3.65
0.79,Very Good,E,63.2,56,2794,5.91,5.86,3.72
0.73,Good,E,63.2,58,2796,5.7,5.76,3.62
0.81,Very Good,E,60.3,60,2797,6.07,6.1,3.67
0.71,Premium,D,62.7,60,2797,5.67,5.71,3.57
0.71,Premium,D,61.3,58,2797,5.73,5.75,3.52
0.71,Premium,D,61.6,60,2797,5.74,5.69,3.52
0.78,Ideal,D,61.9,57,2799,5.91,5.86,3.64
0.83,Ideal,G,62.3,57,2800,5.99,6.08,3.76
0.83,Ideal,G,61.8,57,2800,6.03,6.07,3.74
0.83,Very Good,H,62.5,59,2800,5.95,6.02,3.74
0.75,Ideal,H,60.4,57,2801,5.93,5.96,3.59
0.74,Very Good,E,63.5,56,2803,5.74,5.79,3.66
0.73,Ideal,E,60.6,54,2803,5.84,5.89,3.55
0.7,Very Good,D,62.3,58,2804,5.69,5.73,3.56
0.7,Ideal,D,61,59,2804,5.68,5.7,3.47
0.72,Ideal,D,62.2,56,2804,5.74,5.77,3.58
0.72,Ideal,D,61.5,54,2804,5.77,5.8,3.56
0.9,Fair,I,67.3,59,2804,5.93,5.84,3.96
0.81,Very Good,G,62.5,60,2806,5.89,5.94,3.69
0.7,Ideal,F,61.6,55,2806,5.72,5.74,3.53
