"","date","temperature","DO","year"
"1",2021-06-18 00:00:03.000004,7.45716375556494,3.26266920016141,2021
"2",2021-06-18 00:00:03.000004,7.45716375556494,3.26266920016141,2021
"3",2021-06-18 00:00:03.000004,7.45716375556494,3.26266920016141,2021
"4",2021-06-18 00:00:03.000004,7.45716375556494,3.26266920016141,2021
"5",2021-06-18 04:00:01.999996,7.5235019998919,3.44723255423014,2021
"6",2021-06-18 04:00:01.999996,7.5235019998919,3.44723255423014,2021
"7",2021-06-18 04:00:01.999996,7.5235019998919,3.44723255423014,2021
"8",2021-06-18 04:00:01.999996,7.5235019998919,3.44723255423014,2021
"9",2021-06-18 04:23:02.999999,7.5333671059396,3.45476379328792,2021
"10",2021-06-18 04:23:02.999999,7.5333671059396,3.45476379328792,2021
"11",2021-06-18 04:23:02.999999,7.5333671059396,3.45476379328792,2021
"12",2021-06-18 04:23:02.999999,7.5333671059396,3.45476379328792,2021
"13",2021-06-18 08:00:02.000003,7.42381253733202,2.89530122125431,2021
"14",2021-06-18 08:00:02.000003,7.42381253733202,2.89530122125431,2021
"15",2021-06-18 08:00:02.000003,7.42381253733202,2.89530122125431,2021
"16",2021-06-18 08:00:02.000003,7.42381253733202,2.89530122125431,2021
"17",2021-06-18 08:32:55.999998,7.47593295497907,2.57886709581315,2021
"18",2021-06-18 08:32:55.999998,7.47593295497907,2.57886709581315,2021
"19",2021-06-18 08:32:55.999998,7.47593295497907,2.57886709581315,2021
"20",2021-06-18 08:32:55.999998,7.47593295497907,2.57886709581315,2021
"21",2021-06-18 12:00:01.999999,7.54659813964101,2.58658829537785,2021
"22",2021-06-18 12:00:01.999999,7.54659813964101,2.58658829537785,2021
"23",2021-06-18 12:00:01.999999,7.54659813964101,2.58658829537785,2021
"24",2021-06-18 12:00:01.999999,7.54659813964101,2.58658829537785,2021
"25",2021-06-18 12:24:32.000002,7.42322337061093,2.33159867460018,2021
"26",2021-06-18 12:24:32.000002,7.42322337061093,2.33159867460018,2021
"27",2021-06-18 12:24:32.000002,7.42322337061093,2.33159867460018,2021
"28",2021-06-18 12:24:32.000002,7.42322337061093,2.33159867460018,2021
"29",2021-06-18 16:00:01.999996,7.31862220123026,2.41578748584358,2021
"30",2021-06-18 16:00:01.999996,7.31862220123026,2.41578748584358,2021
"31",2021-06-18 16:00:01.999996,7.31862220123026,2.41578748584358,2021
"32",2021-06-18 16:00:01.999996,7.31862220123026,2.41578748584358,2021
"33",2021-06-18 16:22:40.999997,7.27429066051512,2.76319132627531,2021
"34",2021-06-18 16:22:40.999997,7.27429066051512,2.76319132627531,2021
"35",2021-06-18 16:22:40.999997,7.27429066051512,2.76319132627531,2021
"36",2021-06-18 16:22:40.999997,7.27429066051512,2.76319132627531,2021
"37",2021-06-18 20:00:02.000003,7.13094996470415,2.4695562737147,2021
"38",2021-06-18 20:00:02.000003,7.13094996470415,2.4695562737147,2021
"39",2021-06-18 20:00:02.000003,7.13094996470415,2.4695562737147,2021
"40",2021-06-18 20:00:02.000003,7.13094996470415,2.4695562737147,2021
"41",2021-06-18 20:34:33.999999,7.34251671527181,2.74497131481187,2021
"42",2021-06-18 20:34:33.999999,7.34251671527181,2.74497131481187,2021
"43",2021-06-18 20:34:33.999999,7.34251671527181,2.74497131481187,2021
"44",2021-06-18 20:34:33.999999,7.34251671527181,2.74497131481187,2021
"45",2021-06-19 00:00:01.999999,7.42213803386642,3.01566739307224,2021
"46",2021-06-19 00:00:01.999999,7.42213803386642,3.01566739307224,2021
"47",2021-06-19 00:00:01.999999,7.42213803386642,3.01566739307224,2021
"48",2021-06-19 00:00:01.999999,7.42213803386642,3.01566739307224,2021
"49",2021-06-19 00:23:55.000002,7.49916812013606,3.23849232374092,2021
"50",2021-06-19 00:23:55.000002,7.49916812013606,3.23849232374092,2021
"51",2021-06-19 00:23:55.000002,7.49916812013606,3.23849232374092,2021
"52",2021-06-19 00:23:55.000002,7.49916812013606,3.23849232374092,2021
"53",2021-06-19 04:00:01.999996,7.53337411948717,3.08278771555698,2021
"54",2021-06-19 04:00:01.999996,7.53337411948717,3.08278771555698,2021
"55",2021-06-19 04:00:01.999996,7.53337411948717,3.08278771555698,2021
"56",2021-06-19 04:00:01.999996,7.53337411948717,3.08278771555698,2021
"57",2021-06-19 04:23:10.000001,7.43588654573816,2.60170668455122,2021
"58",2021-06-19 04:23:10.000001,7.43588654573816,2.60170668455122,2021
"59",2021-06-19 04:23:10.000001,7.43588654573816,2.60170668455122,2021
"60",2021-06-19 04:23:10.000001,7.43588654573816,2.60170668455122,2021
"61",2021-06-19 08:00:02.000003,7.46475973277797,2.19504654574125,2021
"62",2021-06-19 08:00:02.000003,7.46475973277797,2.19504654574125,2021
"63",2021-06-19 08:00:02.000003,7.46475973277797,2.19504654574125,2021
"64",2021-06-19 08:00:02.000003,7.46475973277797,2.19504654574125,2021
"65",2021-06-19 08:23:13.999996,7.41354633301255,1.99007668283848,2021
"66",2021-06-19 08:23:13.999996,7.41354633301255,1.99007668283848,2021
"67",2021-06-19 08:23:13.999996,7.41354633301255,1.99007668283848,2021
"68",2021-06-19 08:23:13.999996,7.41354633301255,1.99007668283848,2021
"69",2021-06-19 12:00:01.999999,7.31430345474389,2.12760076532759,2021
"70",2021-06-19 12:00:01.999999,7.31430345474389,2.12760076532759,2021
"71",2021-06-19 12:00:01.999999,7.31430345474389,2.12760076532759,2021
"72",2021-06-19 12:00:01.999999,7.31430345474389,2.12760076532759,2021
"73",2021-06-19 12:23:55.000002,7.24915772319693,2.28075845438716,2021
"74",2021-06-19 12:23:55.000002,7.24915772319693,2.28075845438716,2021
"75",2021-06-19 12:23:55.000002,7.24915772319693,2.28075845438716,2021
"76",2021-06-19 12:23:55.000002,7.24915772319693,2.28075845438716,2021
"77",2021-06-19 16:00:01.999996,7.20789171153539,2.75829101816733,2021
"78",2021-06-19 16:00:01.999996,7.20789171153539,2.75829101816733,2021
"79",2021-06-19 16:00:01.999996,7.20789171153539,2.75829101816733,2021
"80",2021-06-19 16:00:01.999996,7.20789171153539,2.75829101816733,2021
"81",2021-06-19 16:23:49.000001,7.10535033021143,2.31666057238165,2021
"82",2021-06-19 16:23:49.000001,7.10535033021143,2.31666057238165,2021
"83",2021-06-19 16:23:49.000001,7.10535033021143,2.31666057238165,2021
"84",2021-06-19 16:23:49.000001,7.10535033021143,2.31666057238165,2021
"85",2021-06-19 20:00:02.000003,7.15361296140685,2.3349348571603,2021
"86",2021-06-19 20:00:02.000003,7.15361296140685,2.3349348571603,2021
"87",2021-06-19 20:00:02.000003,7.15361296140685,2.3349348571603,2021
"88",2021-06-19 20:00:02.000003,7.15361296140685,2.3349348571603,2021
"89",2021-06-19 20:23:15.000001,7.20615329023492,2.44354885240772,2021
"90",2021-06-19 20:23:15.000001,7.20615329023492,2.44354885240772,2021
"91",2021-06-19 20:23:15.000001,7.20615329023492,2.44354885240772,2021
"92",2021-06-19 20:23:15.000001,7.20615329023492,2.44354885240772,2021
"93",2021-06-20 00:00:01.999999,7.33183147266345,2.6482839149513,2021
"94",2021-06-20 00:00:01.999999,7.33183147266345,2.6482839149513,2021
"95",2021-06-20 00:00:01.999999,7.33183147266345,2.6482839149513,2021
"96",2021-06-20 00:00:01.999999,7.33183147266345,2.6482839149513,2021
"97",2021-06-20 00:23:57.999995,7.42596610321341,3.20494665147417,2021
"98",2021-06-20 00:23:57.999995,7.42596610321341,3.20494665147417,2021
"99",2021-06-20 00:23:57.999995,7.42596610321341,3.20494665147417,2021
"100",2021-06-20 00:23:57.999995,7.42596610321341,3.20494665147417,2021
"101",2021-06-20 04:00:03,7.47015261581303,3.12141999463869,2021
"102",2021-06-20 04:00:03,7.47015261581303,3.12141999463869,2021
"103",2021-06-20 04:00:03,7.47015261581303,3.12141999463869,2021
"104",2021-06-20 04:00:03,7.47015261581303,3.12141999463869,2021
"105",2021-06-20 04:23:12,7.53617268936912,3.20031234016507,2021
"106",2021-06-20 04:23:12,7.53617268936912,3.20031234016507,2021
"107",2021-06-20 04:23:12,7.53617268936912,3.20031234016507,2021
"108",2021-06-20 04:23:12,7.53617268936912,3.20031234016507,2021
"109",2021-06-20 08:00:02.000003,7.46454438511441,2.80111205833133,2021
"110",2021-06-20 08:00:02.000003,7.46454438511441,2.80111205833133,2021
"111",2021-06-20 08:00:02.000003,7.46454438511441,2.80111205833133,2021
"112",2021-06-20 08:00:02.000003,7.46454438511441,2.80111205833133,2021
"113",2021-06-20 08:22:47.999996,7.41217759130347,2.72118391557745,2021
"114",2021-06-20 08:22:47.999996,7.41217759130347,2.72118391557745,2021
"115",2021-06-20 08:22:47.999996,7.41217759130347,2.72118391557745,2021
"116",2021-06-20 08:22:47.999996,7.41217759130347,2.72118391557745,2021
"117",2021-06-20 12:00:01.999999,7.28139288866849,2.67392915438299,2021
"118",2021-06-20 12:00:01.999999,7.28139288866849,2.67392915438299,2021
"119",2021-06-20 12:00:01.999999,7.28139288866849,2.67392915438299,2021
"120",2021-06-20 12:00:01.999999,7.28139288866849,2.67392915438299,2021
"121",2021-06-20 12:35:04.000004,7.182037588102,2.03928033500252,2021
"122",2021-06-20 12:35:04.000004,7.182037588102,2.03928033500252,2021
"123",2021-06-20 12:35:04.000004,7.182037588102,2.03928033500252,2021
"124",2021-06-20 12:35:04.000004,7.182037588102,2.03928033500252,2021
"125",2021-06-20 16:00:01.999996,7.16548585018934,2.12807432227094,2021
"126",2021-06-20 16:00:01.999996,7.16548585018934,2.12807432227094,2021
